title,dateposted,validthrough,industry,orgname,cat,descr,stars,jobid,minsal,maxsal,medsal,empid,jobtitleid,jobreqid,url
Data Scientist,2018-04-12,2018-05-26,Information Technology,Grubhub,"['15-1111.00', 'Computer and Information Research Scientists']","We are looking for a Data Scientist, who will support the high-performance Growth Marketing Analytics team. You will be responsible for developing data infrastructure to scale with channel, market, and brand expansion efforts. You will also play an instrumental role in scaling our intra-channel (A/B) testing efforts, building key-metric dashboards and analyzing trends. Reporting to the Growth Analytics Senior Analyst and interacting regularly with the Director of Marketing Planning and Optimization, the Data Scientist will : Perform algorithmic modeling for media mix optimization while working with the Growth team to understand and quantify effects of multi-channel marketing. Own the relationship with Tech Lead counterparts in vendors and agencies Partner with internal stakeholders to execute data strategies across multiple Growth channels and understand their unique analytic requirements. Help scope comprehensive and valid A/B tests, making sure that we monitor all relevant metrics and that we’re learning at every step along the way. Manage the data ETL pipeline infrastructure of acquisition marketing Field requests from within and without the Growth team to perform one-off analyses and answer questions Help to develop actionable insight beyond standard reporting to drive strategic marketing direction. Analyzing complex and ambiguous datasets to produce actionable insights Defending surprising or unpopular results against challenges from skeptical stakeholders   3+ years of experience in an analytics or data science role Strong and demonstrated proficiency in writing production-level Python. Automation and scaling are essential. Proficiency in SQL Advanced proficiency in statistical analysis, confidence intervals and hypothesis testing Demonstrated proficiency with advanced regression analysis, probabilistic modeling, and/or machine learning / predictive analytics Understanding of/familiarity with big data pipelines and flows Experience with A/B testing Proficiency in a spreadsheet program (Excel, Google Sheets) Ability to manage multiple projects Keen business acumen and ability to sanity-check numbers   Eagerness to learn digital marketing and/or e-commerce Unlimited paid vacation days. Choose how your time is spent. Never go hungry! We provide weekly GrubHub/Seamless credit. Regular in-office social events, including happy hours, wine tastings, karaoke, bingo with prizes and more. Company-Wide initiatives encouraging innovation, continuous learning and cross-department connections. We deliver favorites every day. Join us as we move eating forward. Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3.7,2693091828,104000,154000,127000,419089,119899,3153912161,http://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=300797&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9302fe41&cb=1524770091658&jobListingId=2693091828
Data Scientist,2018-04-19,2018-05-26,Travel & Tourism,HotelTonight,"['15-1111.00', 'Computer and Information Research Scientists']"," HotelTonight makes it remarkably easy to book great hotels at amazing rates on your mobile device, for tonight, tomorrow and beyond. Our mission is to make people feel more alive by delivering the unexpected and were looking for a Data Scientist to help do just that. If hotel rooms are the fuel that powers HotelTonight, data is the oil that makes it fire on all cylinders. Leveraging this data in the right way is what will differentiate HotelTonight and make it the leading hotel booking app on the planet. As one of the first Data Scientists on the Data & Strategy team,  you will drive business decisions across the company using data and be responsible for implementing and fostering an environment that thrives on advanced analysis. You'll work closely with teams across Marketing, Supply and Finance on projects around customer segmentation, forecasting user quality and forecasting business performance - just to name a few! WITHIN 30 DAYS, YOU WILL: Become familiar with our datasets and the analysis tools that we work with Learn about the business and the problems (short-term and long-term) that we face Start to fill holes in our analysis platform and identify the areas of our business that are most important to focus on WITHIN 60 DAYS, YOU WILL: Deliver your first detailed analysis, which includes a strategic plan for how to act upon your findings Improve the teams access to advanced analysis tools and begin teaching them how to most effectively use them Increase your knowledge of the business and the teams involved, and prioritize the most impactful projects WITHIN 90 DAYS, YOU WILL: Establish a roadmap for advanced analysis projects for the next few months Implement your first strategic initiatives and begin measuring the impact on key metrics associated with the initiative Empower the rest of the team to apply advanced analysis to their own projects using your analysis tools WHAT YOU'LL NEED TO BE SUCCESSFUL IN THIS ROLE: 3-5 years of experience using advanced analysis to guide strategic decisions at the company level You know how to use the right tool for the job, whether that's a programming language (like R or Python) or just plain old SQL Experience working with statistics and supervised/unsupervised models Communication: you love to talk about your work and findings, and can clearly explain the details Familiarity with Amazon Web Services, Apache Spark, Tensorflow, etc Ability to move quickly by making smart assumptions Experience working with e-commerce marketplaces is a big plus A love for travel, especially the hotel part! WHAT YOU'LL GET FROM US: An official Best Places to Work (we're in the top 10!) The opportunity to define mobile commerce and change the way people book travel A people-focused organization dedicated to making sure you're challenged, learning, growing, and recognized for all the great work you do The camaraderie of a driven, agile team that is building something disruptive Excellent health, dental, vision and 401k plans, and stock options too Fun stuff - quarterly travel stipend, flexible time off, subsidized cell phone plans and fitness memberships, and the opportunity to spin the HT Roulette wheel to win a spontaneous weekend getaway! We are on a mission to radically transform hotel bookings. Doing this requires us to think differently and to question conventional approaches, therefore its essential to have a diverse team of the very best people with all types of backgrounds and experiences to bring the best ideas to life. We are committed to maintaining an environment where all of our team members have the opportunity to be heard, to make an impact and to do the best work of their lives. ",4.6,2699359507,111000,163000,135000,639341,119899,3168666373,http://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=295580&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_71bc62d4&cb=1524770091659&jobListingId=2699359507
Data Scientist,2018-04-14,2018-05-26,Information Technology,Kensho,"['15-1111.00', 'Computer and Information Research Scientists']"," A data scientist at Kensho is passionate about one thing: data. The successful candidate will have extensive experience applying a range of econometrics/statistics models to a diverse set of data. You should enjoy moving beyond the theoretic confines of academia to applying your tradecraft in the real world and producing data driven products that will be used by decision makers throughout the global banking industry and beyond. The ideal candidate is precise and detail oriented. Most importantly, a Kenshō data scientist is excited at the opportunity to work in a lean, tight-knit startup bringing transparency to some of the hardest problems on the planet. What Youll Do: Conduct original research on some of the most interesting datasets - both proprietary and open source Identify, research, prototype, and build predictive products Analyze, transform, structure, and crunch financial data that is growing in size, diversity, and complexity Write production-ready code to identify interesting outliers, anomalies, correlations, and associations Write tests to ensure the robustness and reliability of the team's productionized models What We Look For: Advanced degree in Computer Science, Statistics, Economics, or related quantitative field 2+ years of experience in data analysis or similar role At least one core programming expertise, such as python (iPython, NumPy, SciPy, Pandas) or R Experience with advanced machine learning, natural language process, and statistics model   Strong statistical knowledge and intuition, especially for applying analysis to real data Strong interest on capital market & economics theory   How to Really Get Our Attention: Major contributor at a top company with big data Individual research Significant experience at a top financial analytics company or hedge fund Your github account showing entrepreneurial yet practical initiative Technologies We Like: Advanced statistics & statistical programming language like python, R, and MATLAB Python and specifically Numpy, SciPy & Pandas, scikit-learn, TensorFlow, Theano Data stores like Postgresql, ElasticSearch, and various NoSQL alternatives Perks: Medical, Dental, and Vision insurance with 100% premium covered Unlimited vacation days Paid Parental Leave 401(k) plan with employer match Free snacks and drinks Access to 1 WTC Sky Lobby, discounts at local stores Citi Bike membership All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin. kensho.com ",,2313804674,115000,169000,141000,1385497,119899,3163459606,http://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=319173&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_826783e7&cb=1524770091661&jobListingId=2313804674
Data Scientist,2018-04-20,2018-05-26,Finance,Two Sigma,"['15-1111.00', 'Computer and Information Research Scientists']","Two Sigma is looking for Data Scientists from a variety of backgrounds to help propel and enhance its data-driven investment initiatives. As a Two Sigma Data Scientist, you will explore a breadth of challenges: identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data set features and forecasts. Responsibilities: Apply statistical analysis & modeling techniques with finance intuition to datasets large and small, advance existing initiatives and open opportunities to pursue new and previously unexplored research topics across a wide variety of industries and domains Operate and extend the data science platform to deliver production-grade data curation and analysis services Own end-to-end data workflows and develop deep domain expertise on the underlying actors and behaviors manifested through data Visualize and explore data sets to enable the ideation and generation of new, predictive feature   Qualifications and Experience: Advanced degree in Computer Science is preferred 3+ years of experience in data analysis or similar role Experience applying statistical methods (distribution analysis, classification, clustering, etc.) Strong coding skills with data-frames are a prerequisite, example platforms include Pandas, R, Matlab, and Apache Spark Demonstrated experience highlighting innovation, creativity, and intuition, e.g the ability to laterally identify other sources of useful information and think 'outside the box' Prior Experience in finance is not required ",4.5,2399151229,131000,202000,164000,241045,119899,2977688293,http://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=312098&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_900e32a0&cb=1524770091662&jobListingId=2399151229
"Consultant, Data Engineering",2018-04-26,2018-05-26,Information Technology,Avanade,"['15-1132.00', 'Software Developers, Applications']","The Analytics talent community at Avanade is responsible for designing and developing analytics solutions for our clients. From infrastructure to architecture to engineering to end-user reporting and collaboration, our team enables organizations to make use of data-driven insights to understand context, make better decisions, and ultimately realize direct value from their data assets. As an Analytics Architecture Consultant, you will work on client solutions involving the design, planning, development, and support of enterprise-grade analytics infrastructure and architecture. You will help gather requirements, conduct proofs of concept and pilots, engineer and deploy solutions, and provide support and training to our clients. You will also serve in an advisory capacity to our clients, providing thought leadership and best practices on modern analytics architectures, data strategy, and digital transformation. Day-to-day, you will: Gather client requirements and deliver logical and physical solution architectures, following industry best practices Understand business objectives, and maintain a focus on business outcomes Establish governance protocols, support systems, and training materials to support solutions within clients internal BI and Analytics organizations Conduct proofs of concept and technologies to educate clients and assess their needs Develop data storage and modeling solutions using tools such as SQL Server, Azure SQL Data Warehouse, Azure Data Lake, and Hadoop Engineer data pipelines using ETL tools including SSIS, Azure Data Factory, U-SQL, and Polybase Profile data, understand and improve data quality, and bring best practices in data management to our clients Support complex event processing, streaming, and IoT client solutions using tools such as Azure Event Hubs and Azure IoT Hub, Azure Streaming Analytics, and Azure Functions Deliver data to end user experiences using tools such as SQL Server Analysis Services, Microsoft PowerBI, and downstream applications and REST Services Travel as needed. Qualifications About you You are a problem solver and you believe in datas power to enable better decision making. You know your way around current database technology and data reporting tools, and you like to experiment with new technologies to see what new capabilities they unlock. You have a good analytical mind on top of excellent technical skills. Your skillset likely includes: Knowledge of database storage, collection and aggregation models, techniques and technologies and the ability to apply such methods to solve business problems. Knowledge of best practices in data infrastructure, modeling, integration, warehousing, performance optimization, security, governance, and analytics Knowledge of using the SQL Server platform Knowledge of Azure Data Platform services and capabilities Knowledge of IoT data architectures Knowledge of Big Data technologies such as Hadoop, Spark, Storm, and Hive Strong interpersonal, teamworking and communications skills Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status. Requisition ID - 50994 Avanade is the leading provider of innovative digital and cloud-enabling services, business solutions and design-led experiences, delivered through the power of people and the Microsoft ecosystem. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation and has 30,000 professionals in 24 countries. Visit us at www.avanade.com.",3.5,2651164539,91000,104000,94000,11701,660130,3134917336,http://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=216122&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d901da82&cb=1524770091663&jobListingId=2651164539
Sr. Data Scientist,2018-04-12,2018-05-26,Information Technology,Fareportal Inc.,"['15-1111.00', 'Computer and Information Research Scientists']","People are at the core of Fareportal. We are one of the fastest growing travel technology companies in the world; our portfolio of travel brands, including flagship product CheapOair, receives over 100 million visitors annually. We are looking for a Sr. Data Scientist to join our team in New York City. As a data scientist at Fareportal, your primary focus will be on building large-scale, big data-driven revenue management predictive models. In this role you will partner closely with world-class talent across web, advanced analytics and business groups to improve our pricing models. You will have some of the richest and most robust data at your fingertips across multiple subject areas (e.g., travel trends, flight patterns, clickstreams, bookings, marketing campaigns) and an opportunity to work in an entrepreneurial environment to quickly see your efforts drive meaningful business impact. Responsibilities: Working on a cross-functional team of data engineers, web developers and business unit owners to improve existing pricing algorithms. Supporting our data modeling efforts to ensure were capturing the data needed to improve our modeling capabilities. Engaging directly with our web and A/B testing teams to implement and monitor performance of our data science products. Collaborating with directors, managers, and our senior leadership team to ideate and introduce new data science innovations into business areas such as web, UI/UX, marketing and fraud. Using a variety of techniques including predictive modeling, recommendation engines, revenue management, conversion rate optimization, and site and user experience optimization. Other ad-hoc projects Requirements: 5+ years Python experience, 2 year Spark experience BA, BS or related degree in CS, Information Systems or similar discipline.MS or above preferred Experience in managing teams of 4-6 members Must be well versed in languages such as Python, R, SQL, Spark, Power BI, Data Bricks, and have a strong understanding of machine learning, statistical and probability analysis, predictive modeling, hypothesis testing and associated software libraries and tools Advanced skills and training in machine learning data mining and other quantitative research analytics such as non-linear regression analysis, multivariate analysis, Bayesian methods, generalized linear models, decision trees and random forest, non-parametric estimations, neural networks, ensemble models, etc.. Worked in cloud-based environments such as AWS or Azure, and are familiar with relevant technologies and languages (e.g. Hadoop, MapReduce) Understand query databases easily and run various models to extract new features and identify important variables. Connected different types of datasets in different forms and can handle potentially incomplete data sources. Worked with implementing models in high-traffic ecommerce and web environments What we offer Plenty of vacation time Flexible work hours Medical, dental and vision benefits Flexible spending accounts Travel benefits Team outings Corporate discounts Breakfast bar Unlimited coffee ",3.3,2524424512,94000,138000,114000,378716,3069904,3164349618,http://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=312856&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_af64de77&cb=1524770091664&jobListingId=2524424512
Innovation & Technology Data Scientist,2018-04-17,2018-05-26,Accounting & Legal,PwC,"['15-1111.00', 'Computer and Information Research Scientists']","PwC/LOS Overview PwC is a network of firms committed to delivering quality in assurance, tax and advisory services. We help resolve complex issues for our clients and identify opportunities. Learn more about us at www.pwc.com/us. At PwC, we develop leaders at all levels. The distinctive leadership framework we call the PwC Professional (http://pwc.to/pwcpro) provides our people with a road map to grow their skills and build their careers. Our approach to ongoing development shapes employees into leaders, no matter the role or job title. Are you ready to build a career in a rapidly changing world? Developing as a PwC Professional means that you will be ready to create and capture opportunities to advance your career and fulfill your potential. To learn more, visit us at www.pwc.com/careers. What will you do if you work in Assurance at PwC? You'll ask questions and test assumptions. You'll help determine if companies are reporting information that investors and others can rely on. You'll help businesses solve complex issues faced by management and boards. You'll serve the public interest and the capital markets by conducting quality audits. Visit http://pwc.to/pwcassurance for more information on PwC's Assurance practice. The world is quickly changing, that's why PwC is quickly adapting. We're capitalizing on trends that will impact corporate reporting. Our focus is on globalization, technology, sustainability and environmental reporting, population shifts and regulation. We combine skills and experience to help our clients address their challenges. Job Description The Assurance Innovation group is developing capabilities leveraging the latest in Open Source technologies to automate and accelerate our client engagements across the enterprise. We are focused on incorporating the latest in machine learning, Big Data, NoSQL, cutting edge development languages, and advanced data processing techniques to include structured and unstructured information in a loosely coupled ecosystem delivering a technology platform that positions PwC for the future. The Data Science team is transforming the way PwC does business. The team helps develop cutting edge data analytic and automation applications using the latest technologies on both big and small but complex data sources. The models will be seen by senior partners within the firm and will help shape how the firm goes to market. The Data Science team works on the cutting edge of technologies in an applied context to develop these systems. This team will build systems which are immediately operational and which can deliver their outputs in a web based or visualization tool context. The models will be part of a larger system which provides data and visualization support. Position/Program Requirements Minimum Year(s) of Experience: 2.5 Minimum Degree Required: Bachelor's degree Knowledge Preferred: Demonstrates thorough knowledge and/or a proven record of success in data analytics and applied subject matter such as finance, accounting, energy, or health care; including the following areas: Participating in planning with other data scientists on the most effective analytical approach based upon requirements taking into consideration performance and scalability to large datasets; Designing and building analytical procedures; Performing unit and system testing to validate the output of the analytic procedures against expected results; Understanding of relational databases and SQL; NoSQL database models, XML and other database models, development languages, such as Python, Java or equivalent and applying analytical methods to large datasets leveraging one of those languages; Utilizing ETL tools and techniques, such as Talend and Mapforce to map transformation and flow of data from a source to a target system; Applying into projects statistical or numerical methods, data munging or data-driven problem solving; Utilizing techniques such as multivariate regressions, Bayesian probabilities, clustering algorithms, machine learning, dynamic programming, stochastic-processes, queueing theory, algorithmic knowledge to efficiently research and solve complex development problems and application of engineering methods to define, predict and evaluate the results obtained; Using large data sets, along with analytical scripting tools and visualization platforms to produce actionable insights for clients, data cleansing, transformation, and modeling in order to produce a clear story that is easily comprehended by non-technical audiences; Developing solutions through data analytics and programming/scripting utilizing Python, Java, R, Scala, and C++; Programming skills and knowledge of how to write models which can be directly used in production as part of a large scale system; Leveraging knowledge of data wrangling techniques and scripting languages; Working on a cloud based infrastructure environment; Understanding how to develop data science analytic models to operationalize these models so they can run in an automated context; Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, Decision Forests, etc., and, Utilizing and applying into projects knowledge of technologies such as H20.ai, Google Machine Learning and deep learning; NLP and text based extraction techniques. Skills Preferred: Demonstrates thorough abilities and/or a proven record of success in the following areas: Creating models which can be productionised immediately; Communicating complex engineering concepts succinctly to senior non-technical and technical decision makers; Working cross-functionally with multiple teams and stakeholders to juggle multiple time-sensitive projects efficiently; Managing accounts, follow-through, resourcefulness, and attention to detail; Applying moderately complex mathematical or statistical methodologies; Visualizing and communicating analytical results, ideally using open source visualization technologies such as HTML, JavaScript, and related packages such as D3; and, Utilizing effective written and verbal business communication skills when interacting with team members and/or clients in a professional setting. ",3.8,2736947648,105000,156000,127000,8450,-1,3205403433,http://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=130158&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c2c9e284&cb=1524770091666&jobListingId=2736947648
Data Scientist,2018-04-23,2018-05-26,Information Technology,Intent Media,"['15-1111.00', 'Computer and Information Research Scientists']","Intent Media isnt your usual company. Our work is powered by the premise that every person at Intent Media is unique, possessing a distinct set of skills, personality and passions. We embrace our collective talents to tackle technical challenges, refine our successfully disruptive business ideas and co-create one of the most human and inspiring work cultures out there. We are a team of collaborators, valuing and rewarding shared success over individual heroics. As a member of our Data Science team, you will use your quantitative expertise to identify new areas of research and optimization, and then see those ideas through to production. Data Science is a fundamental contributor to Intent Medias success - your work will have a direct and tangible impact on the business. There are no typical projects, but a workflow might involve performing research and analysis against petabytes of historical data using our collection of large-scale analytics tools like Spark, Presto, and RedShift, building prototypes using mostly Scala or another functional language, pairing with engineers on the Data Science team to harden and deploy the functionality, and running live tests to monitor the results. All of these steps take place in an environment of respect and collaboration, and the Data Science team is empowered to own its agile processes. Every member of the team is expected to be both a student and teacher, and we believe that the most effective Data Science team is one that is collectively learning and growing. Experience in coaching and mentoring colleagues at all levels is strongly desired. As part of the Data Science team youd help build out a real time predictive analytics platform that makes decisions for some of the largest sites on the web. About You: Significant industry experience in several of the following areas: real time market segmentation, big data analytics, implementing machine learning & statistical methods, designing and running A/B tests, product design and life cycle, writing production code, designing online auctions Experience in ad-tech a plus Experience coaching and mentoring team members Experience writing production software in languages like Scala, Clojure, Java, Python, or C++ in an agile, collaborative environment Experience with handling large amounts of data (TB+) in a production setting Experience with Spark is a significant plus Experience in machine learning techniques You are familiar with Test Driven Development and treat your test code with same respect as production code. About Us: Intent Media uses predictive analytics to help travel brands maximize revenue per visitor. Sophisticated machine learning capabilities trained and fine tuned for years enable us to serve ads and conversion-boosting user experiences based on a unique understanding of where a given user is in the shopping journey. We operate in more than 40 countries with hundreds of airline, hotel, car rental, online travel agency and meta-search partners around the globe, including nine of the top 10 OTAs and metasearch sites in North America. Were over 100 people, with offices in NYC (HQ) & London. Every day, were inspired by two pursuits. First, were building novel products that are upending e-commerce. Second, were building the company weve always wanted to work for one thats open, human and collaborative, where very smart people come together to share ideas and get things done. Weve been included on the Crains top 100 places to work in NYC list for six years running. Love Your Job! Our vibrant team accomplishes a lot every day, and our management insists upon work/life balance so that we never become stale. We infuse fun and learning time into our days and our vacation policy includes a minimum, but no maximum. Our employees enjoy coming to work, and we let them know they're valued. We dont take ourselves too seriously, but we take our work very seriously. We believe that in order for our employees to produce at their top level, they need to have intimate access to strategic decisions. Our flat structure and open communication allow for innovation from all levels ideas flow freely. We offer competitive compensation and great benefits; stock options; $2K learning budget; and company-wide social events. So what are you waiting for? Apply with your resume in just a few clicks! You can learn more about us at: www.intentmedia.com/products www.intentmedia.com/about http://intentmedia.tumblr.com www.facebook.com/intentmedianyc www.twitter.com/intentmedia ",4.8,2557056478,131000,195000,159000,468452,119899,3205066806,http://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=268253&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_65fdd749&cb=1524770091667&jobListingId=2557056478
"Senior Consultant, Data Engineer",2018-04-25,2018-05-26,Information Technology,Avanade,"['15-1132.00', 'Software Developers, Applications']","The Analytics talent community at Avanade is responsible for designing and developing analytics solutions for our clients. From infrastructure to architecture to engineering to end-user reporting and collaboration, our team enables organizations to make use of data-driven insights to understand context, make better decisions, and ultimately realize direct value from their data assets. As an Analytics Architecture Consultant, you will work on client solutions involving the design, planning, development, and support of enterprise-grade analytics infrastructure and architecture. You will help gather requirements, conduct proofs of concept and pilots, engineer and deploy solutions, and provide support and training to our clients. You will also serve in an advisory capacity to our clients, providing thought leadership and best practices on modern analytics architectures, data strategy, and digital transformation. Day-to-day, you will:   Gather client requirements and deliver logical and physical solution architectures, following industry best practices   Understand business objectives, and maintain a focus on business outcomes   Establish governance protocols, support systems, and training materials to support solutions within clients internal BI and Analytics organizations   Conduct proofs of concept and technologies to educate clients and assess their needs   Develop data storage and modeling solutions using tools such as SQL Server, Azure SQL Data Warehouse, Azure Data Lake, and Hadoop   Engineer data pipelines using ETL tools including SSIS, Azure Data Factory, U-SQL, and Polybase   Profile data, understand and improve data quality, and bring best practices in data management to our clients   Support complex event processing, streaming, and IoT client solutions using tools such as Azure Event Hubs and Azure IoT Hub, Azure Streaming Analytics, and Azure Functions   Deliver data to end user experiences using tools such as SQL Server Analysis Services, Microsoft PowerBI, SQL Reporting services and downstream applications and REST Services   Be able to work on integrating different systems/databases components   Travel as needed Qualifications About you You are a problem solver and you believe in datas power to enable better decision making. You know your way around current database technology and data reporting tools, and you like to experiment with new technologies to see what new capabilities they unlock. You have a good analytical mind on top of excellent technical skills. Your skillset likely includes:   Knowledge of database storage, collection and aggregation models, techniques and technologies and the ability to apply such methods to solve business problems.   Knowledge of best practices in data infrastructure, modeling, integration, warehousing, performance optimization, security, governance, and analytics   Knowledge of using the SQL Server platform   Knowledge of Azure Data Platform services and capabilities   Knowledge of IoT data architectures   Knowledge of Big Data technologies such as Hadoop, Spark, Storm, and Hive   Strong interpersonal, teamworking and communications skills   Able to lead team as needed and working with offshore team About Avanade Avanade leads in providing innovative digital services, business solutions and design-led experiences for its clients, delivered through the power of people and the Microsoft ecosystem. Our professionals combine technology, business and industry expertise to build and deploy solutions to realize results for clients and their customers. Avanade has 27,000 digitally connected people across 23 countries, bringing clients the best thinking through a collaborative culture that honors diversity and reflects the communities in which we operate. We welcome all, and seek talented individuals who can bring their whole self to work, build inclusive teams and encourage diversity inside and outside the organization. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation. Learn more at www.avanade.com. Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status. Requisition ID - 51757 Avanade is the leading provider of innovative digital and cloud-enabling services, business solutions and design-led experiences, delivered through the power of people and the Microsoft ecosystem. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation and has 30,000 professionals in 24 countries. Visit us at www.avanade.com.",3.5,2674578134,114000,128000,117000,11701,3518820,3134910395,http://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=216122&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_03c426c5&cb=1524770091668&jobListingId=2674578134
Data Scientist,2018-04-13,2018-05-26,Media,New York Times,"['15-1111.00', 'Computer and Information Research Scientists']"," Job Description The New York Times is committed to advancing the world’s most reliable and highest quality journalism through technology. Our ability to do so relies on a talented team of expert technologists who help NYT learn from a tremendous abundance of data unique to this company. The Times seeks a Data Scientist to join the Data Science Group applying machine learning methods to meet this challenge, in close collaboration with working partners across the company. Responsibilities: Reframe newsroom and business objectives as machine learning tasks that can deliver actionable insights, accurate predictions, and effective optimization. Implement and execute machine learning research with reliability and reproducibility. Communicate results and impact to newsroom and business stakeholders. Turn models into data products, collaborate with engineering teams, and integrate into process throughout The Times. Qualifications: Technical : PhD, MS, or 3+ years experience in computer science, applied mathematics, or other quantitative/computational discipline. 2+ years experience with open source machine learning or statistical analysis tools. Familiarity with experimental design a plus. 2+ years coding experience, Python preferred. Ability to communicate complex ideas in data science to relevant stakeholders. Data engineering experience, including SQL and manipulating large structured or unstructured datasets for analysis. Preferred: experience with building data products, either internal or consumer-facing. Preferred: Experience working with unstructured data and Natural Language Processing Non-Technical: Commitment to the The Times’ mission of delivering the world’s best and most reliable journalism. Excellent analytical and problem-solving skills Strong oral and written communication skills A passion for empirical research and for answering hard questions with data. Proven record of solving challenging problems in academia and/or industry. Eagerness to collaborate with both technical and non-technical colleagues in editorial, product management, marketing, and executive leadership groups. Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate. Desire to join the world’s most important journalism company at a moment in history when the importance of learning from our data is transforming every aspect of the craft and practice of journalism. Please provide GitHub or portfolio site if available. #LI-SO1 If you are an active employee at The New York Times or any affiliates, please do not apply here. Go to the Career Worklet on your Workday home page and View 'Find Internal Jobs'. Thank you! The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics.",3.7,2731672898,104000,159000,130000,960,119899,3199831849,http://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=242900&s=58&guid=0000016303612fb2b0e719ce61540a9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c2962e55&cb=1524770091670&jobListingId=2731672898
