title,dateposted,validthrough,industry,orgname,cat,descr,stars,jobid,minsal,maxsal,medsal,empid,jobtitleid,jobreqid,url
Data Scientist,2018-04-16,2018-05-22,Information Technology,Integral Ad Science,"['15-1111.00', 'Computer and Information Research Scientists']","We are seeking a Data Scientist to join our team in NYC! The Data Science team at Integral is a high profile team that is a center of innovation for the company and a major contributor to the companys core products. The types of challenges we solve have attracted people from industry and academia with diverse backgrounds, ranging from machine learning, statistics, physics, biology, neuroscience, and computer science to finance and economics. Were passionate about maintaining an open and collaborative environment, where team members bring their own unique style of thinking and tools to the table. As a member of the Data Science team you will use machine learning / AI to solve complex problems across a wide range of areas related to causality, marketing attribution, ad viewability, video and contextual classification, all while helping us build and scale the next generation of our data science research and development platform. Responsibilities: Work on challenging fundamental data science problems in online advertising Work on formulation, implementation, testing and validation of predictive models Measurably impact business KPIs by delivering high-quality scalable solutions Discover actionable insights from data and present them through rich visualizations Partner with product and engineering teams and work closely with other teams Propose and develop solutions independently and in collaboration with others Write high-quality efficient code while implementing your own ideas Prepare white papers, scientific publications, conference presentations, and blog posts Drive the collection of new data and the refinement of existing data sources Assemble data sets from multi-terabyte structured and unstructured data repositories Develop and follow best practices for data analysis, instrumentation, and experimentation Qualifications: Advanced degree in a relevant technical field (machine learning, computer science, statistics, physics, mathematics, or related field), or 4+ years experience in a relevant role Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources A strong passion for empirical research and for answering difficult questions with data Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner Extensive experience solving analytical problems using quantitative approaches based on machine learning and statistics methods, including (but not only) application of machine learning methods to predict several user behaviors, causal inference and uplift modeling, survival analysis, and the design of randomized experiments to test model predictions. Proficiency with at least one scripting language such as Python Familiarity with relational databases and SQL Experience working with large data sets, experience working with distributed computing tools a plus (Hadoop, Spark, Hive, etc.) Experience with at least some of the following machine learning libraries: scikit-learn, H2O, SparkML, etc Experience with practical data science: source control workflows, deploying machine learning models in production, real-time machine learning Learn more about us by visiting: http://bit.ly/glassdoorIAS or www.integralads.com. Equal Opportunity Employer: IAS is an equal opportunity employer, committed to our diversity and inclusiveness. We will consider all qualified applicants without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply. Attention agency/3rd party recruiters: IAS does not accept any unsolicited resumes or candidate profiles. If you are interested in becoming an IAS recruiting partner, please send an email introducing your company to recruitingagencies@integralads.com. We will get back to you if there's interest in a partnership.",3.7,2735259369,120000,174000,145000,782797,119899,3203739089,http://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=319567&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_20f17ed1&cb=1524425033711&jobListingId=2735259369
Data Scientist,2018-04-19,2018-05-22,Travel & Tourism,HotelTonight,"['15-1111.00', 'Computer and Information Research Scientists']"," HotelTonight makes it remarkably easy to book great hotels at amazing rates on your mobile device, for tonight, tomorrow and beyond. Our mission is to make people feel more alive by delivering the unexpected and were looking for a Data Scientist to help do just that. If hotel rooms are the fuel that powers HotelTonight, data is the oil that makes it fire on all cylinders. Leveraging this data in the right way is what will differentiate HotelTonight and make it the leading hotel booking app on the planet. As one of the first Data Scientists on the Data & Strategy team,  you will drive business decisions across the company using data and be responsible for implementing and fostering an environment that thrives on advanced analysis. You'll work closely with teams across Marketing, Supply and Finance on projects around customer segmentation, forecasting user quality and forecasting business performance - just to name a few! WITHIN 30 DAYS, YOU WILL: Become familiar with our datasets and the analysis tools that we work with Learn about the business and the problems (short-term and long-term) that we face Start to fill holes in our analysis platform and identify the areas of our business that are most important to focus on WITHIN 60 DAYS, YOU WILL: Deliver your first detailed analysis, which includes a strategic plan for how to act upon your findings Improve the teams access to advanced analysis tools and begin teaching them how to most effectively use them Increase your knowledge of the business and the teams involved, and prioritize the most impactful projects WITHIN 90 DAYS, YOU WILL: Establish a roadmap for advanced analysis projects for the next few months Implement your first strategic initiatives and begin measuring the impact on key metrics associated with the initiative Empower the rest of the team to apply advanced analysis to their own projects using your analysis tools WHAT YOU'LL NEED TO BE SUCCESSFUL IN THIS ROLE: 3-5 years of experience using advanced analysis to guide strategic decisions at the company level You know how to use the right tool for the job, whether that's a programming language (like R or Python) or just plain old SQL Experience working with statistics and supervised/unsupervised models Communication: you love to talk about your work and findings, and can clearly explain the details Familiarity with Amazon Web Services, Apache Spark, Tensorflow, etc Ability to move quickly by making smart assumptions Experience working with e-commerce marketplaces is a big plus A love for travel, especially the hotel part! WHAT YOU'LL GET FROM US: An official Best Places to Work (we're in the top 10!) The opportunity to define mobile commerce and change the way people book travel A people-focused organization dedicated to making sure you're challenged, learning, growing, and recognized for all the great work you do The camaraderie of a driven, agile team that is building something disruptive Excellent health, dental, vision and 401k plans, and stock options too Fun stuff - quarterly travel stipend, flexible time off, subsidized cell phone plans and fitness memberships, and the opportunity to spin the HT Roulette wheel to win a spontaneous weekend getaway! We are on a mission to radically transform hotel bookings. Doing this requires us to think differently and to question conventional approaches, therefore its essential to have a diverse team of the very best people with all types of backgrounds and experiences to bring the best ideas to life. We are committed to maintaining an environment where all of our team members have the opportunity to be heard, to make an impact and to do the best work of their lives. ",4.6,2699359507,111000,163000,135000,639341,119899,3168666373,http://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=295580&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_43a3696f&cb=1524425033713&jobListingId=2699359507
Genomic Data Scientist,2018-04-20,2018-05-22,Information Technology,Medidata Solutions,"['15-1111.00', 'Computer and Information Research Scientists']","Medidata's unified platform, pioneering analytics, and unrivaled expertise power the development of new therapies for over 1,000 pharmaceutical companies, biotech, medical device firms, academic medical centers and contract research organizations around the world. The Medidata Clinical Cloud® connects patients, physicians and life sciences professionals. Companies on the Medidata platform are individually and collaboratively reinventing the way research is done to create smarter, more precise treatments. For more information: www.mdsol.com. We know that diverse teams win and are fully committed to selecting leaders and employees that represent the markets in which we operate. We are still led by our Co-founders, Tarek Sherif and Glen de Vries, and have global operations in US, Europe and Asia with over 2000 employees. Your Mission: Genomic Data Scientist is a key role in a dynamic team of computational biologists, statisticians, computer scientists, data analysts, and business experts. This role will focus on the development of the Rave Genomics product at Medidata. The genomics data scientist will build key components of the Rave Genomics product and support pipelines, will apply advanced statistical analysis methods to genomics and clinical data, and will work closely with both the Medidata Rave Genomics development team and clients adopting Rave Genomics. Your Competencies: Design, develop, and validate statistical models as part of a larger-scale genomic analysis application in support of analysis and meta-analysis of clinical trials. Provide support functions around model-building, including data cleaning and code review Productionalize developed methods and code for integration with Rave Genomics Skills/Requirements: Proficiency in R is required, with python desired Strong collaborative focus Experience using git version control Your Education & Experience: Ph.D or Master's in bioinformatics, statistics, or other genomics-related field Direct experience with next-generation sequencing or microarray data of various types and platforms Direct coding experience developing one or more of the following: pipelines, genome browsers Medidata is making a real difference in the lives of patients everywhere by accelerating critical drug and medical device development, enabling life-saving drugs and medical devices to get to market faster. Our products sit at the convergence of the Technology and Life Sciences industries, one of most exciting areas for global innovation. Nine of the top 10 best-selling drugs in 2017 were developed on the Medidata platform. Medidatas solutions have powered over 14,000 clinical trials giving us the largest collection of clinical trial data in the world. With this asset, we pioneer innovative, advanced applications and intelligent data analytics, bringing an unmatched level of quality and efficiency to clinical trials enabling treatments to reach waiting patients sooner. EEO Statement US: Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities. LI-AS1 ",3.9,2740394669,78000,117000,96000,16679,-1,3209170737,http://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=120626&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0ca48a63&cb=1524425033714&jobListingId=2740394669
Data Scientist,2018-04-19,2018-05-22,Media,The New York Times Company,"['15-1111.00', 'Computer and Information Research Scientists']"," Job Description The New York Times is committed to advancing the world's most reliable and highest quality journalism through technology. Our ability to do so relies on a talented team of expert technologists who help NYT learn from a tremendous abundance of data unique to this company. The Times seeks a Data Scientist to join the Data Science Group applying machine learning methods to meet this challenge, in close collaboration with working partners across the company. Responsibilities: Reframe newsroom and business objectives as machine learning tasks that can deliver actionable insights, accurate predictions, and effective optimization. Implement and execute machine learning research with reliability and reproducibility. Communicate results and impact to newsroom and business stakeholders. Turn models into data products, collaborate with engineering teams, and integrate into process throughout The Times. Qualifications: Technical: PhD, MS, or 3+ years experience in computer science, applied mathematics, or other quantitative/computational discipline. 2+ years experience with open source machine learning or statistical analysis tools. Familiarity with experimental design a plus. 2+ years coding experience, Python preferred. Ability to communicate complex ideas in data science to relevant stakeholders. Data engineering experience, including SQL and manipulating large structured or unstructured datasets for analysis. Preferred: experience with building data products, either internal or consumer-facing. Preferred: Experience working with unstructured data and Natural Language Processing Non-Technical: Commitment to the The Times' mission of delivering the world's best and most reliable journalism. Excellent analytical and problem-solving skills Strong oral and written communication skills A passion for empirical research and for answering hard questions with data. Proven record of solving challenging problems in academia and/or industry. Eagerness to collaborate with both technical and non-technical colleagues in editorial, product management, marketing, and executive leadership groups. Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate. Desire to join the world's most important journalism company at a moment in history when the importance of learning from our data is transforming every aspect of the craft and practice of journalism. Please provide GitHub or portfolio site if available. #LI-SO1 If you are an active employee at The New York Times or any affiliates, please do not apply here. Go to the Career Worklet on your Workday home page and View 'Find Internal Jobs'. Thank you! The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics.",3.7,2739492680,109000,167000,136000,960,119899,3207080913,http://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=173354&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2b629901&cb=1524425033715&jobListingId=2739492680
Data Scientist,2018-04-14,2018-05-22,Information Technology,Kensho,"['15-1111.00', 'Computer and Information Research Scientists']"," A data scientist at Kensho is passionate about one thing: data. The successful candidate will have extensive experience applying a range of econometrics/statistics models to a diverse set of data. You should enjoy moving beyond the theoretic confines of academia to applying your tradecraft in the real world and producing data driven products that will be used by decision makers throughout the global banking industry and beyond. The ideal candidate is precise and detail oriented. Most importantly, a Kenshō data scientist is excited at the opportunity to work in a lean, tight-knit startup bringing transparency to some of the hardest problems on the planet. What Youll Do: Conduct original research on some of the most interesting datasets - both proprietary and open source Identify, research, prototype, and build predictive products Analyze, transform, structure, and crunch financial data that is growing in size, diversity, and complexity Write production-ready code to identify interesting outliers, anomalies, correlations, and associations Write tests to ensure the robustness and reliability of the team's productionized models What We Look For: Advanced degree in Computer Science, Statistics, Economics, or related quantitative field 2+ years of experience in data analysis or similar role At least one core programming expertise, such as python (iPython, NumPy, SciPy, Pandas) or R Experience with advanced machine learning, natural language process, and statistics model   Strong statistical knowledge and intuition, especially for applying analysis to real data Strong interest on capital market & economics theory   How to Really Get Our Attention: Major contributor at a top company with big data Individual research Significant experience at a top financial analytics company or hedge fund Your github account showing entrepreneurial yet practical initiative Technologies We Like: Advanced statistics & statistical programming language like python, R, and MATLAB Python and specifically Numpy, SciPy & Pandas, scikit-learn, TensorFlow, Theano Data stores like Postgresql, ElasticSearch, and various NoSQL alternatives Perks: Medical, Dental, and Vision insurance with 100% premium covered Unlimited vacation days Paid Parental Leave 401(k) plan with employer match Free snacks and drinks Access to 1 WTC Sky Lobby, discounts at local stores Citi Bike membership All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin. kensho.com ",,2313804674,115000,169000,141000,1385497,119899,3163459606,http://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=319173&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3dd4f83f&cb=1524425033717&jobListingId=2313804674
Data Scientist,2018-04-10,2018-05-22,Information Technology,SeatGeek,"['15-1111.00', 'Computer and Information Research Scientists']","SeatGeek operates a unique business model in a complicated, opaque market. Many of the hardest problems we face have never been tackled at scale and do not have clear questions, let alone answers. Moving forward requires critical thinking, rapid prototyping, and intellectual dexterity. Our team members have varied backgrounds including an expert on natural language processing, a neuroscientist, a former math teacher, and a mathematician who previously specialized in traffic flow optimization. We share common views on experimental rigor, pragmatism, and software quality. We want someone to join us who shares our excitement at providing data services to our colleagues and customers, someone proficient with at least one general-purpose programming language and who knows its scientific stack. We want someone who can take a messy dataset and make it clean and who can take a clean dataset and make it sing. Last but not least, we want someone whos committed not only to bettering themselves but to bettering their team, someone who values and invests in knowledge share and open communication. What youll be doing As a member of the SeatGeek data science team you will take the complex issues facing the business and make them simple. We aim to find meaning in the data we have, go out and get the data we dont. We leverage technology whenever possible, and we strive to build systems that anticipate the needs of tomorrow as well as solving the problems of today. Here are some things you might work on: Design and implement statistical tests for new KPIs in our A/B testing framework Mine user interaction data for operational efficiencies and product improvements that could save our customers time and boost our bottom line Deliver a talk to engineers on your favorite Scala features or a class on epistemology to the rest of the business Estimate how adding a hundred thousand tickets to our inventory or changing how we allocate marketing resources will impact revenue Use machine learning to identify when a user has a problem before they contact us Build a model to predict the probability a particular ticket listing will sell at a given price What were looking for The ideal candidate has a passion for problem solving, experience working on open-ended projects, and a proven ability to come up with creative, elegant solutions to complex issues. Experience with specific tools is less important than aptitude and drive, but at a minimum we would expect: 3-5 years of academic or professional experience in a quantitative role Experience translating business problems into data problems and solving them Comfort turning ideas into code (bonus points for experience with Python or Scala) Commitment to creating and sharing reproducible analysis A passion for constantly learning and teaching others Bonus points for candidates who have experience with or desire to learn any of the following: Streaming data (Reactive Extensions, Spark Streaming, Akka-streams, Kafka, RabbitMQ) AWS infrastructure (we use Redshift, S3, EMR, Kinesis, Lambda, and RDS) Building distributed software (especially on top of Spark, Hadoop, etc.) in a production environment Utilizing applied statistics or machine learning on large, complex, noisy datasets Scaling and turning statistical models into production-ready applications such as recommender systems The Tools We Use We do research and development work in a custom environment optimized for repeatability and collaboration. You  absolutely do not  need experience with all of these, but we thought you might be curious. Languages:  Python for web services and product devlopment, R for analysis and prototyping Datastores:  MySQL, Redshift, Elasticsearch, Redis Monitoring:  Graphite/StatsD Version control:  Git Job Perks A competitive base salary and equity stake in a well-funded growth stage company A culture where the product is king A monthly budget to spend on tickets to live events A laid-back, fun workplace with an endless supply of snacks/coffee/beer, frequent team lunches, and social jaunts organized by Eric Waller, our official Social Chair The opportunity to write code that is used outside of SeatGeek, e.g. we've opensourced our a/b testing framework,Sixpack, our Redis-backed autocompleting service, Soulmate, and our Python string matching library, FuzzyWuzzy A superb benefits package, including full health/dental/vision Hackathons: scheduled times when everyone drops what theyre doing and builds cool stuff in small groups ",4.9,2204974404,94000,142000,115000,478188,119899,3207032367,http://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=265220&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e9cb3586&cb=1524425033718&jobListingId=2204974404
Data Scientist,2018-04-20,2018-05-22,Finance,Two Sigma,"['15-1111.00', 'Computer and Information Research Scientists']","Two Sigma is looking for Data Scientists from a variety of backgrounds to help propel and enhance its data-driven investment initiatives. As a Two Sigma Data Scientist, you will explore a breadth of challenges: identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data set features and forecasts. Responsibilities: Apply statistical analysis & modeling techniques with finance intuition to datasets large and small, advance existing initiatives and open opportunities to pursue new and previously unexplored research topics across a wide variety of industries and domains Operate and extend the data science platform to deliver production-grade data curation and analysis services Own end-to-end data workflows and develop deep domain expertise on the underlying actors and behaviors manifested through data Visualize and explore data sets to enable the ideation and generation of new, predictive feature   Qualifications and Experience: Advanced degree in Computer Science is preferred 3+ years of experience in data analysis or similar role Experience applying statistical methods (distribution analysis, classification, clustering, etc.) Strong coding skills with data-frames are a prerequisite, example platforms include Pandas, R, Matlab, and Apache Spark Demonstrated experience highlighting innovation, creativity, and intuition, e.g the ability to laterally identify other sources of useful information and think 'outside the box' Prior Experience in finance is not required ",4.5,2399151229,131000,202000,164000,241045,119899,2977688293,http://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=312098&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_376ff224&cb=1524425033719&jobListingId=2399151229
Data Scientist,2018-04-12,2018-05-22,Information Technology,Grubhub,"['15-1111.00', 'Computer and Information Research Scientists']","We are looking for a Data Scientist, who will support the high-performance Growth Marketing Analytics team. You will be responsible for developing data infrastructure to scale with channel, market, and brand expansion efforts. You will also play an instrumental role in scaling our intra-channel (A/B) testing efforts, building key-metric dashboards and analyzing trends. Reporting to the Growth Analytics Senior Analyst and interacting regularly with the Director of Marketing Planning and Optimization, the Data Scientist will : Perform algorithmic modeling for media mix optimization while working with the Growth team to understand and quantify effects of multi-channel marketing. Own the relationship with Tech Lead counterparts in vendors and agencies Partner with internal stakeholders to execute data strategies across multiple Growth channels and understand their unique analytic requirements. Help scope comprehensive and valid A/B tests, making sure that we monitor all relevant metrics and that we’re learning at every step along the way. Manage the data ETL pipeline infrastructure of acquisition marketing Field requests from within and without the Growth team to perform one-off analyses and answer questions Help to develop actionable insight beyond standard reporting to drive strategic marketing direction. Analyzing complex and ambiguous datasets to produce actionable insights Defending surprising or unpopular results against challenges from skeptical stakeholders   3+ years of experience in an analytics or data science role Strong and demonstrated proficiency in writing production-level Python. Automation and scaling are essential. Proficiency in SQL Advanced proficiency in statistical analysis, confidence intervals and hypothesis testing Demonstrated proficiency with advanced regression analysis, probabilistic modeling, and/or machine learning / predictive analytics Understanding of/familiarity with big data pipelines and flows Experience with A/B testing Proficiency in a spreadsheet program (Excel, Google Sheets) Ability to manage multiple projects Keen business acumen and ability to sanity-check numbers   Eagerness to learn digital marketing and/or e-commerce Unlimited paid vacation days. Choose how your time is spent. Never go hungry! We provide weekly GrubHub/Seamless credit. Regular in-office social events, including happy hours, wine tastings, karaoke, bingo with prizes and more. Company-Wide initiatives encouraging innovation, continuous learning and cross-department connections. We deliver favorites every day. Join us as we move eating forward. Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3.7,2693091828,104000,154000,127000,419089,119899,3153912161,http://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=300797&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4a648545&cb=1524425033720&jobListingId=2693091828
Data Scientist,2018-04-20,2018-05-22,Retail,Warby Parker,"['15-1111.00', 'Computer and Information Research Scientists']","Warby Parker's Data Science team develops tools to help our company make better decisions. Since Warby Parker is vertically integrated, with a strong retail and e-commerce business, there are a lot of places for statistics and machine learning to improve how we operate. Last year alone we simulated billions of potential supply chain networks, designed a study to test a vision exam that you can take on your mobile phone, and developed an emoji-powered Halloween costume recommender. We work closely with every part of the company to help them do their jobs with more clarity and context. Want to help us advance the technology that got Warby Parker featured in Forbes, Vogue, The New York Times, and Inc., and named 'Most Innovative' by Fast Company? Read on for more about the job. What you'll do: As a Data Scientist you'll lead one to three projects at a time, working closely with our Product Manager and other Data Scientists to bring your project to fruition. You'll spend time talking to people in other parts of the business, using your knowledge of math and statistics to model their challenges and make their problems amenable to being aided by data. You'll implement your models as tested, maintainable software, receiving feedback from others in the process, and working with our Engineering team when needed to make your software more stable and automated. In collaboration with our Product Manager, you'll work to help your stakeholders learn from and act on what you discover. Who you are: This job is a blend of statistical modeling and software development, so you have 3+ years of experience doing both in a business or non-profit setting. You have a Masters (or equivalent work experience) in statistics, a quantitative social science, epidemiology, or similar. You have experience with the tools of modern software engineering, like working at the command line, writing reusable code, using version control, writing tests, and so on. You have a good numerical sense and are able to think probabilistically. Communication and working with others is key to success on our team. You are empathetic and capable of talking with people from a wide variety of backgrounds. You can write clear expository prose about complex topics. You are curious about how things work, and are comfortable teaching yourself new concepts and skills from books and from talking to others. What you'll learn: This role is a great opportunity to learn the nitty-gritty of how Warby Parker is changing the optical, fashion, and retail industries. You will learn how how a stakeholder-driven business operates, and how we serve the needs of customers, employees, society and investors as we scale. You'll also get to see how data science can be put to work improving every aspect of a complex business, including e-commerce, physical retail, supply chain, marketing, customer support, and more. Extra credit (but by no means required!): Good understanding of visualizing data, including both how to do it and how your work is likely to be understood by non-experts Experience teaching, mentoring, tutoring or lecturing Community involvement, such as running or attending professional events, maintaining a blog, or speaking at conferences Experience implementing algorithms which require a familiarity with numerical computing (convergence, diagnosing floating point issues, inverting matrices, and so on) About us: Warby Parker was founded in 2010 with a lofty objective: to offer designer eyewear at a revolutionary price while leading the way for socially conscious businesses. By circumventing traditional channels and designing our frames in house, we're able to offer insanely high-quality eyewear at decidedly non-insane prices (i.e., from $95 with prescription lensesa fraction of the going price!).",3.8,2740767183,96000,148000,119000,481818,119899,3209402028,http://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=173064&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_18136012&cb=1524425033721&jobListingId=2740767183
Data Scientist,2018-04-09,2018-05-22,Business Services,Impact,"['15-1111.00', 'Computer and Information Research Scientists']"," Our Company: At Impact, our culture is our soul. We are passionate about our people, our technology, and are obsessed with customer success. Working together enables us to grow rapidly, win, and serve the largest brands in the world. If you are looking to join a team where your opinion is valued, your contributions are noticed, you get to work with fun and talented people solving cutting-edge marketing challenges with technology, and advance your career, this is the place for you. Impact operates globally with offices worldwide in Santa Barbara, San Francisco, Columbus, New York, London, Cape Town, and Sydney. Why this role is exciting: As a Data Scientist, you are working on researching and building the next generation of algorithms for identifying online fraud. The data science team works on research, design, and validation of new algorithms that solve major online fraud challenges for leading brands in the digital marketing ecosystem. Responsibilities : Define innovative methodologies to address product requirements Prototype and build scalable analysis pipelines Apply machine learning and artificial intelligence to build accurate predictive models Play a key role in the design and development of core scoring algorithms that provide clients with insights at scale Collaborate with Engineering on the implementation of machine-learning algorithms Partake in our culture of personal accountability and ownership, peer review, and self-improvement Requirements: BS in Computer Science, Applied Statistics or related field; MS or PhD preferred 2+ years of applied experience with machine learning, AI, data mining or statistical work Demonstrated ability in choosing the right statistical approaches for a range of problems Desire to learn and adapt in a fast paced environment Java or Scala experience (with Hadoop, Spark, HBase) preferred Ability to find answers to complex business and industry questions using big data; produce and present high-impact research Knowledge of multivariate statistics and modeling techniques Knowledge of machine learning algorithms Intimate knowledge of Computer Science principles and fundamentals Knowledge of distributed systems preferred span Benefits/Perks: Medical, Dental and Vision insurance Generous vacation Flexible work hours Catered lunch every Friday, a healthy snack bar, and great coffee to keep you fueled Flexible spending accounts and 401(k) An employee-led culture team that plans our happy hours, Parties and other events to celebrate our many successes An established company with a cool, high velocity work ethos, where each person can make a difference! Do you want to join our ever-growing team? Wed love to hear from you at  careers@impact.com  with the subject line: 'Data Scientist - Impact' and we will connect with you shortly. We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",4.2,2688973926,74000,111000,91000,319986,119899,3176763279,http://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=334837&s=58&guid=00000162eed00585a8229bb82bfd0252&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_450df7a7&cb=1524425033723&jobListingId=2688973926
